,user_id,age,churn_date,city,first_name,last_name,reg_date,tariff
72,1072,49,,Уфа,Андрей,Андрейкин,2018-02-20,smart
73,1073,63,,Владикавказ,Гордей,Павловский,2018-10-04,smart
74,1074,68,,Якутск,Андрей,Кравцов,2018-12-30,smart
75,1075,25,,Екатеринбург,Рафаэль,Никулин,2018-11-02,smart
76,1076,40,,Уфа,Фёдор,Шарапов,2018-03-10,smart
77,1077,18,,Москва,Марица,Кольцова,2018-10-23,smart
78,1078,70,,Волгоград,Харитон,Литвинов,2018-06-19,ultra
79,1079,20,,Москва,Еремей,Авроров,2018-05-15,smart
80,1080,28,,Москва,Всеволод,Игнатьев,2018-08-12,ultra
81,1081,42,,Москва,Софья,Терехова,2018-03-25,ultra
82,1082,48,,Москва,Авксентий,Малышев,2018-10-05,smart
83,1083,24,,Сочи,Рустэм,Галкин,2018-04-24,smart
84,1084,47,,Саранск,Виолетта,Спиридонова,2018-12-13,ultra
85,1085,69,,Омск,Лола,Дорофеева,2018-06-12,ultra
86,1086,73,,Волгоград,Ириней,Аксёнов,2018-04-26,smart
87,1087,50,,Санкт-Петербург,Гелена,Абалакова,2018-10-03,smart
88,1088,58,,Казань,Веселина,Андреенко,2018-06-04,smart
89,1089,19,,Иркутск,Ксения,Нечаева,2018-02-24,ultra
90,1090,54,2018-12-03,Череповец,Екатерина,Астафьева,2018-10-11,ultra
91,1091,36,,Набережные Челны,Вера,Суслова,2018-05-08,ultra
92,1092,73,,Ижевск,Вениамин,Амельченко,2018-06-19,smart
93,1093,73,,Санкт-Петербург,Вероника,Лапина,2018-06-29,smart
94,1094,37,,Новосибирск,Даниэла,Пугачева,2018-05-28,ultra
95,1095,70,,Новосибирск,Марианна,Кабанова,2018-12-23,smart
96,1096,60,,Брянск,Мариетта,Абашкина,2018-04-01,ultra
97,1097,29,,Краснодар,Алла,Кулешова,2018-06-25,ultra
98,1098,39,,Челябинск,Элеонора,Озерова,2018-06-23,smart
99,1099,67,,Тольятти,Аюна,Сергеева,2018-03-16,ultra
100,1100,58,,Санкт-Петербург,Руслан,Красильников,2018-07-02,smart
101,1101,27,,Казань,Онисим,Колобов,2018-05-21,smart
102,1102,28,,Москва,Марта,Королькова,2018-06-16,smart
103,1103,52,,Екатеринбург,Эльвира,Лобанова,2018-12-04,smart
104,1104,60,,Нижний Тагил,Габриэль,Поляков,2018-02-21,ultra
105,1105,51,,Улан-Удэ,Рузана,Рыбакова,2018-09-29,smart
106,1106,67,,Калуга,Исаак,Костин,2018-04-26,ultra
107,1107,45,,Орёл,Руслан,Воронин,2018-07-20,smart
108,1108,70,,Москва,Рафаил,Болдырев,2018-11-01,smart
109,1109,64,,Санкт-Петербург,Екатерина,Андрющенко,2018-02-23,smart
110,1110,26,,Петрозаводск,Матвей,Александрович,2018-05-06,smart
111,1111,43,,Казань,Милана,Макарова,2018-11-16,smart
112,1112,51,,Ульяновск,Арнольд,Казанцев,2018-09-04,smart
113,1113,52,,Чита,Харитон,Булгаков,2018-01-24,smart
114,1114,53,,Пермь,Маргарита,Колесова,2018-07-26,smart
115,1115,71,,Москва,Рашид,Толкачев,2018-07-28,smart
116,1116,65,,Петрозаводск,Альберта,Шевцова,2018-04-17,smart
117,1117,42,,Тюмень,Дана,Меркулова,2018-12-10,smart
118,1118,65,,Казань,Вера,Латышева,2018-03-06,smart
119,1119,53,,Петрозаводск,Олег,Сухарев,2018-04-22,smart
120,1120,25,,Краснодар,Агнесса,Абдулина,2018-01-24,ultra
121,1121,62,,Белгород,Марта,Афанасова,2018-05-04,smart
122,1122,60,,Воронеж,Иулиан,Булгаков,2018-11-07,ultra
123,1123,74,,Краснодар,Вениамин,Устинов,2018-03-18,smart
124,1124,54,,Махачкала,Альбин,Андрианов,2018-09-24,ultra
125,1125,69,,Волгоград,Сабина,Озерова,2018-09-01,smart
126,1126,71,,Санкт-Петербург,Яна,Арсенкова,2018-01-19,ultra
127,1127,26,,Казань,Альберта,Ильина,2018-04-11,smart
128,1128,51,2018-12-23,Волжский,Ксения,Агаева,2018-12-15,ultra
129,1129,48,,Курган,Анвар,Морозов,2018-12-17,smart
130,1130,58,,Тюмень,Инара,Крюкова,2018-04-01,smart
131,1131,36,,Чита,Нина,Афонасьева,2018-12-08,smart
132,1132,24,,Москва,Маргарита,Алехина,2018-09-01,smart
133,1133,70,,Барнаул,Надежда,Аникина,2018-10-19,smart
134,1134,65,,Красноярск,Марьяна,Авросимова,2018-01-16,smart
135,1135,64,,Архангельск,Милена,Воронина,2018-01-29,smart
136,1136,39,,Липецк,Пётр,Левин,2018-11-19,smart
137,1137,64,,Кемерово,Ким,Артёшин,2018-12-02,smart
138,1138,23,,Екатеринбург,Леся,Ерофеева,2018-07-13,smart
139,1139,22,,Казань,Светлана,Корнеева,2018-11-09,smart
140,1140,22,,Киров,Леонид,Ахматулин,2018-12-31,smart
141,1141,52,,Москва,Клариса,Короткова,2018-12-02,smart
142,1142,51,,Новосибирск,Симона,Алешкова,2018-03-24,smart
143,1143,64,,Пермь,Арсен,Покровский,2018-04-27,ultra
144,1144,65,,Улан-Удэ,Ефим,Ефремов,2018-04-29,smart
145,1145,45,,Тюмень,Юлий,Алешин,2018-04-11,smart
146,1146,72,,Санкт-Петербург,Владислав,Никонов,2018-05-25,smart
147,1147,63,,Якутск,Владимир,Синицын,2018-07-09,smart
148,1148,23,,Тольятти,Евдокия,Киреева,2018-04-17,ultra
149,1149,23,,Мурманск,Алиса,Алексеенко,2018-05-19,smart
150,1150,58,,Сургут,Майя,Муравьева,2018-08-05,ultra
151,1151,39,,Пенза,Лариса,Молчанова,2018-09-15,ultra
152,1152,44,,Мурманск,Марина,Щербакова,2018-02-05,ultra
153,1153,59,,Ульяновск,Евдокия,Одинцова,2018-10-18,smart
154,1154,19,,Волжский,Марина,Тихомирова,2018-06-02,smart
155,1155,71,,Ставрополь,Александр,Чернов,2018-01-02,smart
156,1156,63,,Набережные Челны,Валерий,Галкин,2018-11-12,ultra
157,1157,27,,Москва,Виктория,Белоусова,2018-02-23,smart
158,1158,45,,Новокузнецк,Игорь,Андрейчук,2018-02-03,smart
159,1159,64,,Красноярск,Эльга,Аничкина,2018-11-28,smart
160,1160,73,,Ульяновск,Борис,Авдонюшкин,2018-07-03,smart
161,1161,65,2018-11-07,Набережные Челны,Татьяна,Голованова,2018-07-03,smart
162,1162,63,,Москва,Марта,Минаева,2018-10-09,smart
163,1163,21,2018-12-16,Москва,Лев,Вишневский,2018-11-03,smart
164,1164,49,,Магнитогорск,Геральд,Лебедев,2018-04-03,smart
165,1165,19,,Самара,Алексей,Медведев,2018-10-14,ultra
166,1166,48,,Нижний Новгород,Святослав,Жданов,2018-08-17,ultra
167,1167,30,,Кемерово,Клавдия,Абдулина,2018-09-29,ultra
168,1168,28,,Кострома,Лилия,Ананьева,2018-01-24,ultra
169,1169,52,,Сочи,Георгина,Карташова,2018-06-25,smart
170,1170,69,,Новосибирск,Вадим,Козлов,2018-12-20,smart
171,1171,47,,Москва,Каролина,Иванова,2018-03-20,smart
172,1172,40,,Санкт-Петербург,Алан,Карасев,2018-05-05,smart
173,1173,46,,Красноярск,Агафья,Григорьева,2018-06-21,smart
174,1174,29,,Санкт-Петербург,Лолита,Розанова,2018-02-17,smart
175,1175,22,,Москва,Юлий,Марков,2018-04-08,smart
176,1176,37,,Волгоград,Радим,Куприянов,2018-01-20,smart
177,1177,75,,Новосибирск,Лолита,Аничкина,2018-06-19,smart
178,1178,56,,Москва,Наталья,Жарова,2018-05-15,smart
179,1179,43,,Вологда,Дана,Астапенко,2018-04-19,smart
180,1180,27,,Москва,Лев,Мишин,2018-02-02,ultra
181,1181,37,,Омск,Рем,Аврорин,2018-11-23,smart
182,1182,29,,Уфа,Габриель,Агаев,2018-10-05,ultra
183,1183,20,,Владивосток,Снежана,Озерова,2018-07-12,smart
184,1184,21,,Барнаул,Снежана,Тарасова,2018-09-03,smart
185,1185,26,,Санкт-Петербург,Мануэла,Родина,2018-04-13,ultra
186,1186,21,,Самара,Рэм,Абакумов,2018-02-02,smart
187,1187,60,,Рязань,Виталий,Овчинников,2018-08-22,smart
188,1188,41,,Санкт-Петербург,Габриэль,Соколов,2018-02-04,smart
189,1189,39,,Санкт-Петербург,Аюна,Зубкова,2018-01-30,smart
190,1190,65,,Москва,Рауль,Абоимов,2018-12-07,smart
191,1191,64,2018-10-03,Набережные Челны,Александр,Акиндинов,2018-06-30,smart
192,1192,41,,Сургут,Степан,Мальцев,2018-12-04,ultra
193,1193,55,,Тамбов,Арсен,Безруков,2018-01-01,smart
194,1194,70,,Москва,Егор,Наумов,2018-12-03,smart
195,1195,19,,Москва,Веселина,Петухова,2018-10-14,smart
196,1196,25,,Воронеж,Фёдор,Чернышев,2018-05-28,ultra
197,1197,34,,Красноярск,Демьян,Черняев,2018-06-18,smart
198,1198,26,,Ярославль,Эдуард,Швецов,2018-08-15,smart
199,1199,27,,Чебоксары,Агата,Демьянова,2018-09-10,smart
200,1200,36,,Санкт-Петербург,Тамара,Ларионова,2018-04-28,ultra
201,1201,32,2018-12-03,Москва,Геннадий,Веселов,2018-08-06,ultra
202,1202,22,,Владивосток,Адам,Адаменко,2018-09-20,smart
203,1203,39,,Москва,Владимир,Григорьев,2018-03-13,ultra
204,1204,18,,Москва,Мирослава,Лазарева,2018-01-04,smart
205,1205,57,,Москва,Лия,Семина,2018-10-21,smart
206,1206,35,2018-12-20,Москва,Елена,Шарапова,2018-11-03,smart
207,1207,57,,Балашиха,Яна,Зеленина,2018-08-12,smart
208,1208,69,,Пермь,Ева,Сахарова,2018-03-24,ultra
209,1209,27,,Омск,Альбин,Сорокин,2018-06-02,smart
210,1210,33,,Севастополь,Евфросинья,Серебрякова,2018-07-29,smart
211,1211,62,,Калуга,Арина,Азимова,2018-06-20,smart
212,1212,21,,Саранск,Руслан,Пономарев,2018-11-09,smart
213,1213,26,,Ставрополь,Гайдар,Соловьев,2018-08-17,smart
214,1214,42,,Калининград,Артемий,Муравьёв,2018-07-05,smart
215,1215,55,,Рязань,Руслан,Алиев,2018-08-12,smart
216,1216,74,,Волгоград,Рустам,Малинин,2018-11-23,smart
217,1217,42,,Ульяновск,Ермолай,Сазонов,2018-02-23,smart
218,1218,71,,Екатеринбург,Снежана,Мамонтова,2018-07-14,smart
219,1219,75,,Киров,Кузьма,Некрасов,2018-01-21,smart
220,1220,59,,Ростов-на-Дону,Рубен,Астапов,2018-11-22,smart
221,1221,40,,Белгород,Джемма,Сафонова,2018-06-03,smart
222,1222,44,,Уфа,Пётр,Булгаков,2018-08-30,ultra
223,1223,20,,Стерлитамак,Алан,Панфилов,2018-12-12,smart
224,1224,58,,Магнитогорск,Ахмет,Тарасов,2018-04-24,smart
225,1225,71,,Оренбург,Даниэла,Горбачева,2018-04-26,ultra
226,1226,19,,Новосибирск,Альбин,Бобылёв,2018-06-01,ultra
227,1227,66,,Санкт-Петербург,Раиса,Калинина,2018-01-09,smart
228,1228,28,,Нижний Новгород,Денис,Алфимов,2018-04-17,smart
229,1229,24,,Москва,Нелли,Зубкова,2018-10-29,smart
230,1230,44,,Томск,Ренальд,Капустин,2018-09-15,smart
231,1231,63,,Чебоксары,Касьян,Авдюков,2018-05-23,ultra
232,1232,60,2018-11-30,Томск,Виктория,Ларина,2018-10-07,smart
233,1233,28,,Воронеж,Сара,Алфимова,2018-05-23,smart
234,1234,54,,Магнитогорск,Роксана,Алексеева,2018-12-19,ultra
235,1235,26,,Москва,Агафья,Басова,2018-10-06,smart
236,1236,30,,Москва,Леон,Демидов,2018-12-22,smart
237,1237,43,,Москва,Алина,Кошелева,2018-11-04,smart
238,1238,57,,Ростов-на-Дону,Радислав,Наумов,2018-01-08,smart
239,1239,68,,Самара,Даниил,Ёрохов,2018-06-12,smart
240,1240,30,,Воронеж,Зинаида,Шарова,2018-02-27,ultra
241,1241,71,,Новосибирск,Инна,Андреенко,2018-05-02,smart
242,1242,39,2018-12-21,Хабаровск,Радим,Федосеев,2018-11-18,smart
243,1243,74,,Пермь,Артём,Леонтьев,2018-06-01,ultra
244,1244,68,,Москва,Геральд,Макеев,2018-05-09,smart
245,1245,32,,Москва,Маргарита,Коновалова,2018-09-10,ultra
246,1246,27,,Санкт-Петербург,Марта,Ситникова,2018-09-26,smart
247,1247,19,,Москва,Адам,Тарасов,2018-05-23,smart
248,1248,51,,Москва,Анатолий,Минаев,2018-05-28,smart
249,1249,25,,Курск,Изольда,Авдушева,2018-08-14,smart
250,1250,20,,Смоленск,Лия,Ракова,2018-04-11,smart
251,1251,48,,Пермь,Роксана,Тетерина,2018-02-13,smart
252,1252,49,,Ростов-на-Дону,Лейла,Ерофеева,2018-12-02,smart
253,1253,29,,Астрахань,Алла,Масленникова,2018-08-06,ultra
254,1254,75,2018-08-17,Москва,Александра,Сухарева,2018-01-04,ultra
255,1255,40,2018-09-02,Саранск,Серафима,Пономарева,2018-02-19,ultra
256,1256,55,,Санкт-Петербург,Алевтина,Панфилова,2018-09-28,smart
257,1257,21,,Санкт-Петербург,Габриель,Жданов,2018-06-17,ultra
258,1258,52,,Санкт-Петербург,Валерий,Беляев,2018-12-31,smart
259,1259,33,,Санкт-Петербург,Эмилия,Третьякова,2018-11-04,ultra
260,1260,56,,Москва,Афанасий,Горбунов,2018-07-16,smart
261,1261,46,,Казань,Мадина,Пантелеева,2018-10-30,smart
262,1262,21,,Ульяновск,Антонина,Ларина,2018-03-17,smart
263,1263,32,,Балашиха,Ермолай,Зайцев,2018-04-30,smart
264,1264,47,,Хабаровск,Саида,Жукова,2018-04-22,smart
265,1265,24,2018-10-04,Омск,Радим,Адамов,2018-06-24,ultra
266,1266,32,,Калуга,Тала,Антропова,2018-07-20,smart
267,1267,63,,Екатеринбург,Яна,Седова,2018-08-05,smart
268,1268,18,,Москва,Трофим,Трошин,2018-05-28,smart
269,1269,31,,Омск,Аким,Ахмадулин,2018-07-17,smart
270,1270,18,,Нижневартовск,Мальвина,Вешнякова,2018-07-01,ultra
271,1271,69,2018-11-13,Челябинск,Аурелия,Чижова,2018-07-14,ultra
272,1272,61,,Пенза,Мстислав,Демьянов,2018-08-29,ultra
273,1273,46,,Курган,Рэм,Корнилов,2018-05-15,ultra
274,1274,53,,Волгоград,Аксён,Еремин,2018-05-03,smart
275,1275,48,,Москва,Семён,Елизаров,2018-04-24,smart
276,1276,30,,Москва,Михаил,Крюков,2018-10-05,ultra
277,1277,30,,Новосибирск,Валерия,Андреенко,2018-02-19,ultra
278,1278,46,,Новокузнецк,Леонид,Троицкий,2018-12-23,smart
279,1279,41,,Омск,Лолита,Киреева,2018-08-13,smart
280,1280,53,,Астрахань,Артемий,Худяков,2018-07-18,smart
281,1281,62,,Нижний Новгород,Сара,Зимина,2018-06-09,ultra
282,1282,59,,Ульяновск,Артём,Аракчеев,2018-01-21,smart
283,1283,50,,Москва,Юлий,Крючков,2018-09-07,smart
284,1284,62,,Волгоград,Евфросинья,Петухова,2018-03-16,smart
285,1285,44,,Краснодар,Ефим,Амельченко,2018-02-20,smart
286,1286,19,,Москва,Рашид,Троицкий,2018-11-27,smart
287,1287,39,,Севастополь,Вениамин,Мишин,2018-09-23,smart
288,1288,63,,Улан-Удэ,Григорий,Давыдов,2018-09-09,smart
289,1289,20,,Москва,Таисия,Богданова,2018-09-01,ultra
290,1290,68,,Нижний Новгород,Арсений,Безруков,2018-05-11,smart
291,1291,73,,Москва,Мануэла,Анищенко,2018-02-08,smart
292,1292,63,,Красноярск,Веселина,Алексеенко,2018-02-21,ultra
293,1293,39,2018-11-22,Санкт-Петербург,Эдита,Дубинина,2018-09-05,smart
294,1294,66,,Владивосток,Дебора,Асафьева,2018-02-20,ultra
295,1295,19,,Краснодар,Олеся,Зимина,2018-09-19,smart
296,1296,60,,Москва,Альфред,Черный,2018-06-05,smart
297,1297,66,,Иркутск,Радим,Абрамцев,2018-12-04,smart
298,1298,29,,Новосибирск,Надежда,Чеснокова,2018-07-26,smart
299,1299,37,,Уфа,Мариетта,Симонова,2018-01-27,smart
300,1300,40,,Москва,Тихон,Азерников,2018-07-26,ultra
301,1301,26,,Махачкала,Наида,Авраменко,2018-09-27,smart
302,1302,43,,Уфа,Владислав,Абаимов,2018-01-23,smart
303,1303,36,,Смоленск,Алевтина,Абакшина,2018-07-25,ultra
304,1304,68,,Владимир,Илья,Соловьёв,2018-11-05,ultra
305,1305,37,,Москва,Эмилия,Лаптева,2018-10-25,smart
306,1306,21,,Чита,Радим,Попов,2018-11-30,smart
307,1307,53,,Самара,Симона,Авсейкина,2018-05-04,smart
308,1308,52,,Москва,Инесса,Корнилова,2018-01-04,smart
309,1309,28,,Казань,Юлия,Касьянова,2018-10-05,ultra
310,1310,28,,Уфа,Рудольф,Нестеров,2018-03-22,ultra
311,1311,33,,Тверь,Лолита,Крылова,2018-08-03,smart
312,1312,21,,Санкт-Петербург,Тамара,Поликарпова,2018-07-29,smart
313,1313,56,,Ставрополь,Онисим,Суслов,2018-10-24,smart
314,1314,27,,Киров,Максим,Амелишко,2018-03-04,smart
315,1315,49,,Владивосток,Инга,Агапеева,2018-07-14,smart
316,1316,42,,Улан-Удэ,Аурелия,Алымова,2018-11-29,smart
317,1317,45,,Москва,Всеволод,Зыков,2018-07-09,smart
318,1318,53,,Курган,Марьяна,Анищенко,2018-03-22,ultra
319,1319,70,,Санкт-Петербург,Харитон,Парфенов,2018-08-24,smart
320,1320,38,,Балашиха,Рубен,Киселёв,2018-09-10,smart
321,1321,29,,Москва,Онисим,Софронов,2018-02-04,smart
322,1322,45,,Балашиха,Александр,Сальников,2018-09-09,smart
323,1323,67,,Челябинск,Эсмеральда,Носкова,2018-08-02,smart
324,1324,25,,Череповец,Дайна,Березина,2018-05-28,smart
325,1325,63,,Новосибирск,Артём,Федосеев,2018-06-12,ultra
326,1326,37,,Санкт-Петербург,Леонид,Барсуков,2018-05-29,smart
327,1327,45,,Новороссийск,Клавдия,Севастьянова,2018-04-09,smart
328,1328,44,,Мурманск,Рауль,Аркадьев,2018-10-16,ultra
329,1329,36,,Набережные Челны,Юна,Золотова,2018-10-08,smart
330,1330,65,,Нижний Новгород,Изольда,Алфимова,2018-02-02,ultra
331,1331,26,,Москва,Юлия,Малинина,2018-04-12,ultra
332,1332,23,,Москва,Джозефина,Тетерина,2018-05-28,smart
333,1333,58,,Москва,Вера,Антонова,2018-09-28,ultra
334,1334,45,,Владивосток,Пётр,Минаев,2018-11-16,smart
335,1335,55,,Москва,Аурелия,Голованова,2018-06-26,ultra
336,1336,27,,Уфа,Авксентий,Алексеичев,2018-12-31,ultra
337,1337,42,,Вологда,Олег,Суслов,2018-01-15,smart
338,1338,64,,Москва,Павел,Орлов,2018-05-11,smart
339,1339,52,,Москва,Григорий,Вишневский,2018-08-14,smart
340,1340,50,,Пенза,Тимофей,Алютин,2018-01-30,smart
341,1341,71,,Москва,Виктор,Кузнецов,2018-06-22,ultra
342,1342,20,,Новосибирск,Валентина,Казакова,2018-10-18,smart
343,1343,30,2018-10-28,Кострома,Анита,Верещагина,2018-08-15,ultra
344,1344,60,,Воронеж,Илзе,Игнатьева,2018-04-03,ultra
345,1345,31,,Москва,Галина,Ёркина,2018-06-01,smart
346,1346,69,,Саратов,Адам,Антропов,2018-07-03,ultra
347,1347,29,,Москва,Лола,Фокина,2018-11-01,ultra
348,1348,55,,Москва,Вероника,Громова,2018-10-07,ultra
349,1349,67,,Севастополь,Гайдар,Курочкин,2018-12-18,ultra
350,1350,40,,Омск,Варвара,Козырева,2018-08-30,ultra
351,1351,39,,Казань,Анфиса,Вешнякова,2018-11-16,smart
352,1352,53,,Рязань,Кристина,Румянцева,2018-04-17,ultra
353,1353,57,2018-11-26,Санкт-Петербург,Доминика,Анищенко,2018-04-22,smart
354,1354,56,,Сочи,Лола,Кулагина,2018-08-19,smart
355,1355,33,2018-11-27,Киров,Сара,Абрикосова,2018-07-21,smart
356,1356,75,,Москва,Евгений,Гончаров,2018-04-18,ultra
357,1357,37,,Томск,Касьян,Ермилов,2018-09-02,smart
358,1358,64,,Ставрополь,Демьян,Логинов,2018-02-21,smart
359,1359,52,,Москва,Константин,Абашкин,2018-07-27,smart
360,1360,46,,Санкт-Петербург,Лаура,Макарова,2018-03-18,ultra
361,1361,38,,Екатеринбург,Рената,Кошелева,2018-09-09,ultra
362,1362,47,,Владимир,Нина,Колесова,2018-08-02,smart
363,1363,69,,Нижний Тагил,Оксана,Болдырева,2018-03-04,ultra
364,1364,74,,Екатеринбург,Мстислав,Алексеенко,2018-08-29,ultra
365,1365,38,,Ростов-на-Дону,Георгий,Вишняков,2018-10-31,smart
366,1366,43,,Санкт-Петербург,Василиса,Фетисова,2018-06-14,smart
367,1367,43,2018-11-16,Москва,Всеволод,Антоненко,2018-09-14,ultra
368,1368,50,,Омск,Розалия,Гришина,2018-12-14,smart
369,1369,31,,Краснодар,Валерий,Соловьев,2018-08-18,ultra
370,1370,48,2018-10-27,Новороссийск,Гектор,Сысоев,2018-02-06,smart
371,1371,50,2018-12-30,Омск,Ириней,Трофимов,2018-12-25,smart
372,1372,71,,Магнитогорск,Лидия,Авраамова,2018-01-23,smart
373,1373,34,,Улан-Удэ,Нелли,Афанасенко,2018-01-17,smart
374,1374,67,,Махачкала,Леонид,Аркадьев,2018-04-01,smart
375,1375,53,,Пенза,Мария,Акимычева,2018-01-04,ultra
376,1376,46,,Самара,Пётр,Акимов,2018-05-31,smart
377,1377,59,,Брянск,Альфред,Семин,2018-02-25,ultra
378,1378,21,,Иркутск,Евгения,Бычкова,2018-01-19,smart
379,1379,39,,Москва,Нелли,Кочергина,2018-08-09,ultra
380,1380,45,,Ростов-на-Дону,Доминика,Карасева,2018-05-07,ultra
381,1381,64,,Москва,Тамара,Серебрякова,2018-01-13,ultra
382,1382,42,,Самара,Оксана,Нестерова,2018-03-26,ultra
383,1383,41,,Ульяновск,Юна,Сомова,2018-10-24,smart
384,1384,42,,Нижний Новгород,Кристина,Касьянова,2018-04-27,smart
385,1385,26,,Москва,Алиса,Дубинина,2018-01-13,ultra
386,1386,21,,Новосибирск,Фаддей,Родионов,2018-08-13,smart
387,1387,74,,Краснодар,Габриель,Зуев,2018-12-21,smart
388,1388,24,,Вологда,Рустам,Левин,2018-08-27,smart
389,1389,29,,Москва,Надежда,Латышева,2018-07-20,smart
390,1390,56,,Санкт-Петербург,Лидия,Беляева,2018-07-30,smart
391,1391,47,,Стерлитамак,Герасим,Аркадьев,2018-05-12,ultra
392,1392,54,2018-09-27,Челябинск,Алла,Беликова,2018-02-27,ultra
393,1393,56,,Краснодар,Артём,Зубков,2018-02-17,smart
